nohup: ignoring input

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server

nohup: ignoring input

   INFO  Server running on [http://0.0.0.0:8000].  

  Press Ctrl+C to stop the server

  2026-01-30 15:14:39 /painel/data ................................. ~ 0.08ms
  2026-01-30 15:14:40 /queue/tickets/triagem ....................... ~ 0.13ms
  2026-01-30 15:14:42 /painel/data ................................. ~ 0.13ms
  2026-01-30 15:14:45 /painel/data ................................. ~ 0.13ms
  2026-01-30 15:14:45 /queue/tickets/triagem ....................... ~ 0.14ms
  2026-01-30 15:14:48 /painel/data ................................. ~ 0.09ms
  2026-01-30 15:14:50 /queue/tickets/triagem ....................... ~ 0.08ms
  2026-01-30 15:14:51 /painel/data ................................. ~ 0.13ms
  2026-01-30 15:14:54 /painel/data ................................. ~ 0.13ms
  2026-01-30 15:14:55 /queue/tickets/triagem ....................... ~ 0.13ms
  2026-01-30 15:14:57 /painel/data ................................. ~ 0.13ms
  2026-01-30 15:15:00 /painel/data ................................. ~ 0.13ms
  2026-01-30 15:15:00 /queue/tickets/triagem ....................... ~ 0.08ms
  2026-01-30 15:15:03 /painel/data ................................. ~ 0.18ms
  2026-01-30 15:15:05 /queue/tickets/triagem ....................... ~ 0.13ms
  2026-01-30 15:15:06 /painel/data ................................. ~ 0.13ms
  2026-01-30 15:15:09 /painel/data ................................. ~ 0.18ms
  2026-01-30 15:15:10 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-30 15:15:12 /painel/data ................................. ~ 0.16ms
  2026-01-30 15:15:15 /painel/data ................................. ~ 0.14ms
  2026-01-30 15:15:15 /queue/tickets/triagem ....................... ~ 0.12ms
  2026-01-30 15:15:18 /painel/data ................................. ~ 0.10ms
  2026-01-30 15:15:20 /queue/tickets/triagem ....................... ~ 0.08ms
  2026-01-30 15:15:21 /painel/data ................................. ~ 0.08ms
  2026-01-30 15:15:24 /painel/data ................................. ~ 0.13ms
  2026-01-30 15:15:26 /queue/tickets/triagem ....................... ~ 0.19ms
  2026-01-30 15:15:27 /painel/data ................................. ~ 0.12ms
  2026-01-30 15:15:30 /painel/data ................................. ~ 0.15ms
  2026-01-30 15:15:31 /queue/tickets/triagem ....................... ~ 0.13ms
  2026-01-30 15:15:33 /painel/data ................................. ~ 0.12ms
  2026-01-30 15:15:36 /painel/data ................................. ~ 0.14ms
  2026-01-30 15:15:36 /queue/tickets/triagem ....................... ~ 0.11ms
  2026-01-30 15:15:39 /painel/data ................................. ~ 0.12ms
  2026-01-30 15:15:41 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-30 15:15:42 /painel/data ................................. ~ 0.08ms
  2026-01-30 15:15:45 /painel/data ................................. ~ 0.08ms
  2026-01-30 15:15:46 /queue/tickets/triagem ....................... ~ 0.18ms
  2026-01-30 15:15:48 /painel/data ................................. ~ 0.09ms
  2026-01-30 15:15:51 /painel/data ................................. ~ 0.13ms
  2026-01-30 15:15:51 /queue/tickets/triagem ....................... ~ 0.12ms
  2026-01-30 15:15:54 /painel/data ................................. ~ 0.13ms
  2026-01-30 15:15:56 /queue/tickets/triagem ....................... ~ 0.13ms
  2026-01-30 15:15:57 /painel/data ................................. ~ 0.46ms
  2026-01-30 15:16:00 /painel/data ................................. ~ 0.13ms
  2026-01-30 15:16:01 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-30 15:16:03 /painel/data ................................. ~ 0.13ms
  2026-01-30 15:16:06 /painel/data ................................. ~ 0.15ms
  2026-01-30 15:16:06 /queue/tickets/triagem ....................... ~ 0.16ms
  2026-01-30 15:16:09 /painel/data ................................. ~ 0.35ms
  2026-01-30 15:16:11 /queue/tickets/triagem ....................... ~ 0.07ms
  2026-01-30 15:16:12 /painel/data ................................. ~ 0.12ms
  2026-01-30 15:16:15 /painel/data ................................. ~ 0.13ms
  2026-01-30 15:16:16 /queue/tickets/triagem ....................... ~ 0.16ms
  2026-01-30 15:16:18 /painel/data ................................. ~ 0.51ms
  2026-01-30 15:16:21 /painel/data ................................. ~ 0.16ms
  2026-01-30 15:16:21 /queue/tickets/triagem ....................... ~ 0.14ms
  2026-01-30 15:16:24 /painel/data ............................... ~ 500.32ms
  2026-01-30 15:16:27 /painel/data ............................... ~ 500.33ms
  2026-01-30 15:16:30 /painel/data ............................... ~ 500.32ms
  2026-01-30 15:16:33 /painel/data ............................... ~ 500.33ms
  2026-01-30 15:16:36 /painel/data ............................... ~ 500.33ms
  2026-01-30 15:16:36 /queue/tickets/triagem ....................... ~ 0.07ms
  2026-01-30 15:16:39 /painel/data ............................... ~ 500.39ms
  2026-01-30 15:16:40 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-30 15:16:42 /painel/data ............................... ~ 500.35ms
  2026-01-30 15:16:45 /painel/data ............................... ~ 500.41ms
  2026-01-30 15:16:45 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-30 15:16:48 /painel/data ............................... ~ 500.38ms
  2026-01-30 15:16:50 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-30 15:16:51 /painel/data ............................... ~ 500.33ms
  2026-01-30 15:16:54 /painel/data ............................... ~ 500.32ms
  2026-01-30 15:16:55 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-30 15:16:57 /painel/data ............................... ~ 500.36ms
  2026-01-30 15:17:00 /painel/data ............................... ~ 500.34ms
  2026-01-30 15:17:00 /queue/tickets/triagem ....................... ~ 0.14ms
  2026-01-30 15:17:03 /painel/data ............................... ~ 500.35ms
  2026-01-30 15:17:05 /queue/tickets/triagem ....................... ~ 0.08ms
  2026-01-30 15:17:06 /painel/data ................................. ~ 0.03ms
  2026-01-30 15:17:09 /painel/data ............................... ~ 500.33ms
  2026-01-30 15:17:10 /queue/tickets/triagem ....................... ~ 0.13ms
  2026-01-30 15:17:12 /painel/data ............................... ~ 500.31ms
  2026-01-30 15:17:15 /painel/data ............................... ~ 500.40ms
  2026-01-30 15:17:15 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-30 15:17:18 /painel/data ............................... ~ 500.32ms
  2026-01-30 15:17:20 /queue/tickets/triagem ....................... ~ 0.08ms
  2026-01-30 15:17:21 /painel/data ............................... ~ 500.38ms
  2026-01-30 15:17:24 /painel/data ................................. ~ 0.14ms
  2026-01-30 15:17:25 /queue/tickets/triagem ....................... ~ 0.07ms
  2026-01-30 15:17:27 /painel/data ................................. ~ 0.08ms
  2026-01-30 15:17:30 /painel/data ............................... ~ 500.36ms
  2026-01-30 15:17:30 /queue/tickets/triagem ....................... ~ 0.11ms
  2026-01-30 15:17:33 /painel/data ................................. ~ 0.09ms
  2026-01-30 15:17:35 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-30 15:17:36 /painel/data ............................... ~ 500.31ms
  2026-01-30 15:17:39 /painel/data ................................. ~ 0.07ms
  2026-01-30 15:17:40 /queue/tickets/triagem ....................... ~ 0.13ms
  2026-01-30 15:17:42 /painel/data ................................. ~ 0.07ms
  2026-01-30 15:17:45 /painel/data ............................... ~ 500.29ms
  2026-01-30 15:17:45 /queue/tickets/triagem ....................... ~ 0.07ms
  2026-01-30 15:17:48 /painel/data ................................. ~ 0.08ms
  2026-01-30 15:17:50 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-30 15:17:51 /painel/data ................................. ~ 0.03ms
  2026-01-30 15:17:54 /painel/data ................................. ~ 0.09ms
  2026-01-30 15:17:55 /queue/tickets/triagem ....................... ~ 0.19ms
  2026-01-30 15:17:57 /painel/data ................................. ~ 0.07ms
  2026-01-30 15:18:00 /painel/data ................................. ~ 0.11ms
  2026-01-30 15:18:00 /queue/tickets/triagem ....................... ~ 0.08ms
  2026-01-30 15:18:03 /painel/data ................................. ~ 0.12ms
  2026-01-30 15:18:05 /queue/tickets/triagem ....................... ~ 0.08ms
  2026-01-30 15:18:06 /painel/data ................................. ~ 0.02ms
  2026-01-30 15:18:09 /painel/data ................................. ~ 0.08ms
  2026-01-30 15:18:10 /queue/tickets/triagem ....................... ~ 0.11ms
  2026-01-30 15:18:12 /painel/data ................................. ~ 0.07ms
  2026-01-30 15:18:15 /painel/data ................................. ~ 0.16ms
  2026-01-30 15:18:15 /queue/tickets/triagem ....................... ~ 0.14ms
  2026-01-30 15:18:18 /painel/data ................................. ~ 0.09ms
  2026-01-30 15:18:20 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-30 15:18:21 /painel/data ................................. ~ 0.03ms
  2026-01-30 15:18:24 /painel/data ................................. ~ 0.10ms
  2026-01-30 15:18:25 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-30 15:18:27 /painel/data ................................. ~ 0.12ms
  2026-01-30 15:18:30 /painel/data ................................. ~ 0.10ms
  2026-01-30 15:18:30 /queue/tickets/triagem ....................... ~ 0.17ms
  2026-01-30 15:18:33 /painel/data ................................. ~ 0.09ms
  2026-01-30 15:18:35 /queue/tickets/triagem ....................... ~ 0.13ms
  2026-01-30 15:18:36 /painel/data ................................. ~ 0.03ms
  2026-01-30 15:18:39 /painel/data ................................. ~ 0.19ms
  2026-01-30 15:18:40 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-30 15:18:42 /painel/data ................................. ~ 0.08ms
  2026-01-30 15:18:45 /painel/data ................................. ~ 0.16ms
  2026-01-30 15:18:45 /queue/tickets/triagem ....................... ~ 0.14ms
  2026-01-30 15:18:48 /painel/data ................................. ~ 0.13ms
  2026-01-30 15:18:50 /queue/tickets/triagem ....................... ~ 0.07ms
  2026-01-30 15:18:51 /painel/data ................................. ~ 0.03ms
  2026-01-30 15:18:54 /painel/data ................................. ~ 0.13ms
  2026-01-30 15:18:55 /queue/tickets/triagem ....................... ~ 0.19ms
  2026-01-30 15:18:57 /painel/data ................................. ~ 0.12ms
  2026-01-30 15:19:00 /painel/data ................................. ~ 0.09ms
  2026-01-30 15:19:00 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-30 15:19:03 /painel/data ................................. ~ 0.15ms
  2026-01-30 15:19:05 /queue/tickets/triagem ....................... ~ 0.08ms
  2026-01-30 15:19:06 /painel/data ................................. ~ 0.03ms
  2026-01-30 15:19:09 /painel/data ................................. ~ 0.10ms
  2026-01-30 15:19:10 /queue/tickets/triagem ....................... ~ 0.07ms
  2026-01-30 15:19:12 /painel/data ................................. ~ 0.14ms
  2026-01-30 15:19:15 /painel/data ................................. ~ 0.08ms
  2026-01-30 15:19:15 /queue/tickets/triagem ....................... ~ 0.13ms
  2026-01-30 15:19:18 /painel/data ................................. ~ 0.13ms
  2026-01-30 15:19:20 /queue/tickets/triagem ....................... ~ 0.08ms
  2026-01-30 15:19:21 /painel/data ................................. ~ 0.02ms
  2026-01-30 15:19:24 /painel/data ................................. ~ 0.08ms
  2026-01-30 15:19:25 /queue/tickets/triagem ....................... ~ 0.12ms
  2026-01-30 15:19:27 /painel/data ................................. ~ 0.12ms
  2026-01-30 15:19:30 /painel/data ................................. ~ 0.08ms
  2026-01-30 15:19:30 /queue/tickets/triagem ....................... ~ 0.08ms
  2026-01-30 15:19:33 /painel/data ................................. ~ 0.07ms
  2026-01-30 15:19:35 /queue/tickets/triagem ....................... ~ 0.14ms
  2026-01-30 15:19:36 /painel/data ................................. ~ 0.05ms
  2026-01-30 15:19:39 /painel/data ................................. ~ 0.13ms
  2026-01-30 15:19:40 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-30 15:19:42 /painel/data ................................. ~ 0.12ms
  2026-01-30 15:19:45 /painel/data ................................. ~ 0.14ms
  2026-01-30 15:19:45 /queue/tickets/triagem ....................... ~ 0.07ms
  2026-01-30 15:19:48 /painel/data ................................. ~ 0.12ms
  2026-01-30 15:19:50 /queue/tickets/triagem ....................... ~ 0.13ms
  2026-01-30 15:19:51 /painel/data ................................. ~ 0.06ms
  2026-01-30 15:19:54 /painel/data ................................. ~ 0.13ms
  2026-01-30 15:19:55 /queue/tickets/triagem ....................... ~ 0.16ms
  2026-01-30 15:19:57 /painel/data ................................. ~ 0.07ms
  2026-01-30 15:20:00 /painel/data ................................. ~ 0.13ms
  2026-01-30 15:20:00 /queue/tickets/triagem ....................... ~ 0.10ms
  2026-01-30 15:20:03 /painel/data ................................. ~ 0.11ms
  2026-01-30 15:20:05 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-30 15:20:06 /painel/data ................................. ~ 0.04ms
  2026-01-30 15:20:09 /painel/data ................................. ~ 0.09ms
  2026-01-30 15:20:10 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-30 15:20:12 /painel/data ................................. ~ 0.07ms
  2026-01-30 15:20:15 /painel/data ................................. ~ 0.09ms
  2026-01-30 15:20:15 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-30 15:20:18 /painel/data ................................. ~ 0.07ms
  2026-01-30 15:20:20 /queue/tickets/triagem ....................... ~ 0.21ms
  2026-01-30 15:20:21 /painel/data ................................. ~ 0.03ms
  2026-01-30 15:20:24 /painel/data ................................. ~ 0.10ms
  2026-01-30 15:20:25 /queue/tickets/triagem ....................... ~ 0.10ms
  2026-01-30 15:20:27 /painel/data ................................. ~ 0.13ms
  2026-01-30 15:20:30 /painel/data ................................. ~ 0.08ms
  2026-01-30 15:20:30 /queue/tickets/triagem ....................... ~ 0.07ms
  2026-01-30 15:20:33 /painel/data ................................. ~ 0.13ms
  2026-01-30 15:20:35 /queue/tickets/triagem ....................... ~ 0.08ms
  2026-01-30 15:20:36 /painel/data ................................. ~ 0.03ms
  2026-01-30 15:20:39 /painel/data ................................. ~ 0.14ms
  2026-01-30 15:20:40 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-30 15:20:42 /painel/data ................................. ~ 0.14ms
  2026-01-30 15:20:45 /painel/data ................................. ~ 0.15ms
  2026-01-30 15:20:45 /queue/tickets/triagem ....................... ~ 0.13ms
  2026-01-30 15:20:48 /painel/data ................................. ~ 0.11ms
  2026-01-30 15:20:50 /queue/tickets/triagem ....................... ~ 0.16ms
  2026-01-30 15:20:51 /painel/data ................................. ~ 0.05ms
  2026-01-30 15:20:54 /painel/data ................................. ~ 0.14ms
  2026-01-30 15:20:55 /queue/tickets/triagem ....................... ~ 0.22ms
  2026-01-30 15:20:57 /painel/data ................................. ~ 0.20ms
  2026-01-30 15:21:00 /painel/data ................................. ~ 0.15ms
  2026-01-30 15:21:00 /queue/tickets/triagem ....................... ~ 0.13ms
  2026-01-30 15:21:03 /painel/data ................................. ~ 0.09ms
  2026-01-30 15:21:05 /queue/tickets/triagem ....................... ~ 0.20ms
  2026-01-30 15:21:06 /painel/data ................................. ~ 0.05ms
  2026-01-30 15:21:09 /painel/data ................................. ~ 0.13ms
  2026-01-30 15:21:10 /queue/tickets/triagem ....................... ~ 0.11ms
  2026-01-30 15:21:12 /painel/data ................................. ~ 0.07ms
  2026-01-30 15:21:15 /painel/data ................................. ~ 0.14ms
  2026-01-30 15:21:15 /queue/tickets/triagem ....................... ~ 0.21ms
  2026-01-30 15:21:18 /painel/data ................................. ~ 0.15ms
  2026-01-30 15:21:20 /queue/tickets/triagem ....................... ~ 0.18ms
  2026-01-30 15:21:21 /painel/data ................................. ~ 0.03ms
  2026-01-30 15:21:24 /painel/data ................................. ~ 0.07ms
  2026-01-30 15:21:25 /queue/tickets/triagem ..................... ~ 500.30ms
  2026-01-30 15:21:27 /painel/data ................................. ~ 0.10ms
  2026-01-30 15:21:30 /painel/data ................................. ~ 0.08ms
  2026-01-30 15:21:31 /queue/tickets/triagem ....................... ~ 0.13ms
  2026-01-30 15:21:33 /painel/data ................................. ~ 0.12ms
  2026-01-30 15:21:36 /painel/data ................................. ~ 0.15ms
  2026-01-30 15:21:36 /queue/tickets/triagem ....................... ~ 0.07ms
  2026-01-30 15:21:39 /painel/data ................................. ~ 0.13ms
  2026-01-30 15:21:41 /queue/tickets/triagem ....................... ~ 0.07ms
  2026-01-30 15:21:42 /painel/data ................................. ~ 0.52ms
  2026-01-30 15:21:45 /painel/data ................................. ~ 0.08ms
  2026-01-30 15:21:46 /queue/tickets/triagem ....................... ~ 0.08ms
  2026-01-30 15:21:48 /painel/data ................................. ~ 0.12ms
  2026-01-30 15:21:51 /painel/data ................................. ~ 0.13ms
  2026-01-30 15:21:51 /queue/tickets/triagem ....................... ~ 0.07ms
  2026-01-30 15:21:54 /painel/data ................................. ~ 0.15ms
  2026-01-30 15:21:56 /queue/tickets/triagem ....................... ~ 0.16ms
  2026-01-30 15:21:57 /painel/data ................................. ~ 0.13ms
  2026-01-30 15:22:00 /painel/data ................................. ~ 0.08ms
  2026-01-30 15:22:01 /queue/tickets/triagem ....................... ~ 0.07ms
  2026-01-30 15:22:03 /painel/data ................................. ~ 0.09ms
  2026-01-30 15:22:06 /painel/data ................................. ~ 0.16ms
  2026-01-30 15:22:06 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-30 15:22:09 /painel/data ................................. ~ 0.09ms
  2026-01-30 15:22:11 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-30 15:22:12 /painel/data ................................. ~ 0.13ms
  2026-01-30 15:22:15 /painel/data ................................. ~ 0.13ms
  2026-01-30 15:22:16 /queue/tickets/triagem ....................... ~ 0.12ms
  2026-01-30 15:22:18 /painel/data ................................. ~ 0.12ms
  2026-01-30 15:22:21 /painel/data ................................. ~ 0.09ms
  2026-01-30 15:22:21 /favicon.ico ................................. ~ 0.04ms
  2026-01-30 15:22:21 /queue/tickets/triagem ....................... ~ 0.12ms
  2026-01-30 15:22:26 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-30 15:22:21 /painel ......................................... ~ 19s
  2026-01-30 15:22:40 /painel/data ................................. ~ 0.13ms
  2026-01-30 15:22:40 /sounds/notification.mp3 ..................... ~ 0.03ms
  2026-01-30 15:22:41 /favicon.ico ................................. ~ 0.15ms
  2026-01-30 15:22:43 /favicon.ico ................................. ~ 0.13ms
  2026-01-30 15:22:43 /painel/data ................................. ~ 0.05ms
  2026-01-30 15:22:46 /painel/data ................................. ~ 0.08ms
  2026-01-30 15:22:49 /painel/data ................................. ~ 0.08ms
  2026-01-30 15:22:52 /painel/data ................................. ~ 0.16ms
  2026-01-30 15:22:55 /painel/data ................................. ~ 0.08ms
  2026-01-30 15:22:56 /queue/tickets/triagem ....................... ~ 0.13ms
  2026-01-30 15:23:56 /queue/tickets/triagem ....................... ~ 0.19ms
  2026-01-30 15:24:56 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-30 15:25:56 /queue/tickets/triagem ....................... ~ 0.16ms
  2026-01-30 15:26:56 /queue/tickets/triagem ....................... ~ 0.10ms
  2026-01-30 15:27:56 /queue/tickets/triagem ....................... ~ 0.16ms
  2026-01-30 15:28:56 /queue/tickets/triagem ....................... ~ 0.14ms
  2026-01-30 15:29:56 /queue/tickets/triagem ....................... ~ 0.14ms
  2026-01-30 15:30:56 /queue/tickets/triagem ....................... ~ 0.18ms
  2026-01-30 15:31:56 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-30 15:32:15 /queue/tickets/triagem ....................... ~ 0.10ms
  2026-01-30 15:32:15 /queue/tickets/triagem ....................... ~ 0.12ms
  2026-01-30 15:32:20 /queue/tickets/triagem ....................... ~ 0.17ms
  2026-01-30 15:32:25 /queue/tickets/triagem ....................... ~ 0.14ms
  2026-01-30 15:32:30 /queue/tickets/triagem ....................... ~ 0.16ms
  2026-01-30 15:32:31 /queue/triagem/call .......................... ~ 0.17ms
  2026-01-30 15:32:31 /queue/triagem ............................... ~ 0.56ms
  2026-01-30 15:32:31 /queue/tickets/triagem ....................... ~ 3.29ms
  2026-01-30 15:32:31 /favicon.ico ................................. ~ 0.03ms
  2026-01-30 15:32:35 /queue/triagem/call .......................... ~ 1.17ms
  2026-01-30 15:32:35 /queue/triagem ............................... ~ 1.41ms
  2026-01-30 15:32:35 /queue/tickets/triagem ....................... ~ 0.03ms
  2026-01-30 15:32:35 /favicon.ico ................................. ~ 0.02ms
  2026-01-30 15:32:39 /queue/8/advance ........................... ~ 500.30ms
  2026-01-30 15:32:39 /queue/triagem ............................. ~ 500.52ms
  2026-01-30 15:32:39 /queue/tickets/triagem ....................... ~ 0.03ms
  2026-01-30 15:32:39 /favicon.ico ................................. ~ 0.03ms
  2026-01-30 15:32:40 /queue/atendimento ......................... ~ 500.42ms
  2026-01-30 15:32:40 /queue/tickets/atendimento ................... ~ 0.08ms
  2026-01-30 15:32:40 /favicon.ico ................................. ~ 3.42ms
  2026-01-30 15:32:41 /queue/atendimento/call ...................... ~ 0.08ms
  2026-01-30 15:32:41 /queue/atendimento ........................... ~ 0.28ms
  2026-01-30 15:32:41 /queue/tickets/atendimento ................... ~ 0.02ms
  2026-01-30 15:32:41 /favicon.ico ................................. ~ 0.02ms
  2026-01-30 15:32:46 /queue/tickets/atendimento ................... ~ 0.08ms
  2026-01-30 15:32:51 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 15:32:56 /queue/tickets/atendimento ................... ~ 0.14ms
  2026-02-02 13:13:45 / .......................................... ~ 533.37ms
  2026-02-02 13:13:45 /login ....................................... ~ 0.04ms
  2026-02-02 13:13:45 /images/login.png ........................... ~ 15.39ms
  2026-02-02 13:13:48 /favicon.ico ................................. ~ 0.16ms
  2026-02-02 13:52:29 /login ..................................... ~ 502.47ms
  2026-02-02 13:52:29 /login ........................................... ~ 1s
  2026-02-02 13:52:30 /images/login.png ............................ ~ 0.04ms
  2026-02-02 13:52:30 /favicon.ico ................................. ~ 0.03ms
  2026-02-02 14:46:33 /login ..................................... ~ 500.47ms
  2026-02-02 14:46:33 /login ..................................... ~ 501.06ms
  2026-02-02 14:46:33 /images/login.png ............................ ~ 0.03ms
  2026-02-02 14:46:33 /favicon.ico ................................. ~ 0.02ms
  2026-02-02 14:46:36 /login ....................................... ~ 0.21ms
  2026-02-02 14:46:36 /login ..................................... ~ 501.00ms
  2026-02-02 14:46:37 /images/login.png ............................ ~ 0.06ms
  2026-02-02 14:46:37 /favicon.ico ................................. ~ 0.03ms
  2026-02-02 14:46:44 /login ..................................... ~ 500.50ms
  2026-02-02 14:46:44 /login ..................................... ~ 500.86ms
  2026-02-02 14:46:45 /images/login.png ............................ ~ 0.03ms
  2026-02-02 14:46:45 /favicon.ico ................................. ~ 0.02ms
  2026-02-02 14:46:56 /login ..................................... ~ 504.27ms
  2026-02-02 14:46:56 / .......................................... ~ 504.56ms
  2026-02-02 14:46:56 /images/triagemico.png ....................... ~ 0.04ms
  2026-02-02 14:46:56 /images/atendenteico.png ..................... ~ 0.19ms
  2026-02-02 14:46:56 /images/graficoico.png ....................... ~ 0.03ms
  2026-02-02 14:46:56 /images/painel.png ........................... ~ 1.28ms
  2026-02-02 14:46:56 /images/painel_tickets.png ................... ~ 0.20ms
  2026-02-02 14:46:56 /favicon.ico ................................. ~ 0.02ms
  2026-02-02 14:46:57 /queue/triagem ............................... ~ 0.15ms
  2026-02-02 14:46:57 /queue/tickets/triagem ..................... ~ 500.93ms
  2026-02-02 14:46:57 /favicon.ico ................................. ~ 0.06ms
  2026-02-02 14:47:02 /queue/tickets/triagem ..................... ~ 504.61ms
  2026-02-02 14:47:06 /logout .................................... ~ 500.28ms
  2026-02-02 14:47:06 / ............................................ ~ 0.03ms
  2026-02-02 14:47:06 /login ....................................... ~ 0.02ms
  2026-02-02 14:47:06 /images/login.png ............................ ~ 0.03ms
  2026-02-02 14:47:06 /favicon.ico ................................. ~ 0.02ms
  2026-02-02 14:47:08 /register .................................... ~ 0.10ms
  2026-02-02 14:47:09 /images/login.png ............................ ~ 0.03ms
  2026-02-02 14:47:09 /favicon.ico ................................. ~ 2.12ms
  2026-02-02 14:47:24 /register .................................. ~ 500.29ms
  2026-02-02 14:47:24 /register .................................. ~ 500.73ms
  2026-02-02 14:47:24 /images/login.png ............................ ~ 0.03ms
  2026-02-02 14:47:24 /favicon.ico ................................. ~ 0.03ms
  2026-02-02 14:47:28 /login ....................................... ~ 0.90ms
  2026-02-02 14:47:28 /images/login.png ............................ ~ 1.48ms
  2026-02-02 14:47:28 /favicon.ico ................................. ~ 0.04ms
  2026-02-02 14:47:43 /login ..................................... ~ 500.42ms
  2026-02-02 14:47:43 / .......................................... ~ 500.78ms
  2026-02-02 14:47:43 /images/triagemico.png ....................... ~ 0.04ms
  2026-02-02 14:47:43 /images/atendenteico.png ..................... ~ 0.19ms
  2026-02-02 14:47:44 /favicon.ico ................................. ~ 0.03ms
  2026-02-02 14:47:50 /logout .................................... ~ 500.43ms
  2026-02-02 14:47:50 / ............................................ ~ 0.03ms
  2026-02-02 14:47:50 /login ....................................... ~ 0.02ms
  2026-02-02 14:47:51 /images/login.png ............................ ~ 0.03ms
  2026-02-02 14:47:51 /favicon.ico ................................. ~ 0.03ms
  2026-02-02 14:48:00 /register .................................... ~ 0.14ms
  2026-02-02 14:48:00 /images/login.png ............................ ~ 0.06ms
  2026-02-02 14:48:00 /favicon.ico ................................. ~ 0.07ms
  2026-02-02 14:48:14 /register .................................. ~ 500.45ms
  2026-02-02 14:48:14 /selecionar-guiche ......................... ~ 500.91ms
  2026-02-02 14:48:15 /images/atendenteico.png ..................... ~ 0.05ms
  2026-02-02 14:48:15 /favicon.ico ................................. ~ 0.02ms
  2026-02-02 14:48:20 /selecionar-guiche ........................... ~ 0.23ms
  2026-02-02 14:48:20 /queue/atendimento ........................... ~ 0.47ms
  2026-02-02 14:48:20 /queue/tickets/atendimento ................... ~ 0.02ms
  2026-02-02 14:48:20 /favicon.ico ................................. ~ 1.80ms
  2026-02-02 14:48:25 /queue/tickets/atendimento ................. ~ 500.28ms
  2026-02-02 14:48:27 / ............................................ ~ 0.09ms
  2026-02-02 14:48:27 /images/triagemico.png ....................... ~ 0.05ms
  2026-02-02 14:48:27 /images/atendenteico.png ..................... ~ 0.21ms
  2026-02-02 14:48:27 /favicon.ico ................................. ~ 0.02ms
  2026-02-02 14:48:29 /logout .................................... ~ 500.24ms
  2026-02-02 14:48:29 / ............................................ ~ 0.03ms
  2026-02-02 14:48:30 /login ....................................... ~ 0.02ms
  2026-02-02 14:48:30 /images/login.png ............................ ~ 0.05ms
  2026-02-02 14:48:30 /favicon.ico ................................. ~ 0.02ms
  2026-02-02 14:48:39 /login ..................................... ~ 500.30ms
  2026-02-02 14:48:39 / .......................................... ~ 500.63ms
  2026-02-02 14:48:39 /images/triagemico.png ....................... ~ 0.05ms
  2026-02-02 14:48:39 /images/atendenteico.png ..................... ~ 0.20ms
  2026-02-02 14:48:39 /favicon.ico ................................. ~ 0.02ms
  2026-02-02 14:48:42 /queue/triagem ............................. ~ 500.42ms
  2026-02-02 14:48:42 /queue/tickets/triagem ....................... ~ 0.03ms
  2026-02-02 14:48:42 /favicon.ico ................................. ~ 0.03ms
  2026-02-02 14:48:46 / .......................................... ~ 500.38ms
  2026-02-02 14:48:46 /images/triagemico.png ....................... ~ 0.10ms
  2026-02-02 14:48:46 /images/atendenteico.png ..................... ~ 2.96ms
  2026-02-02 14:48:46 /favicon.ico ................................. ~ 0.03ms
  2026-02-02 14:48:47 /queue/atendimento ........................... ~ 0.13ms
  2026-02-02 14:48:47 /queue/tickets/atendimento ................... ~ 0.03ms
  2026-02-02 14:48:47 /favicon.ico ................................. ~ 0.02ms
  2026-02-02 14:48:52 /queue/tickets/atendimento ................... ~ 1.41ms
  2026-02-02 14:48:54 / ............................................ ~ 0.08ms
  2026-02-02 14:48:54 /images/triagemico.png ....................... ~ 0.93ms
  2026-02-02 14:48:54 /images/atendenteico.png ..................... ~ 0.03ms
  2026-02-02 14:48:54 /favicon.ico ................................. ~ 0.12ms
  2026-02-02 14:49:28 /queue/triagem ............................. ~ 500.29ms
  2026-02-02 14:49:28 /queue/tickets/triagem ....................... ~ 0.04ms
